year	imdbId	title	genre1	genre2	genre3
1983	0086425	Tendres passions	Comedy	Drama	
1983	0085549	Flashdance	Drama	Music	Romance
1983	0086465	Un fauteuil pour deux	Comedy		
1983	0086567	WarGames	Sci-Fi	Thriller	
1983	0086034	Octopussy	Action	Adventure	Thriller
1983	0086383	Sudden Impact - Le retour de l'inspecteur Harry	Action	Crime	Thriller
1983	0086361	Staying Alive	Drama	Music	Romance
1983	0085970	Mister Mom - Profession: père au foyer	Comedy	Drama	
1983	0086200	Risky Business	Comedy	Crime	Drama
1983	0085995	Bonjour les vacances	Adventure	Comedy	
1983	0086393	Superman III	Action	Comedy	Sci-Fi
1983	0085244	Les copains d'abord	Comedy	Drama	
1983	0086006	Jamais plus jamais	Action	Adventure	Thriller
1983	0086250	Scarface	Crime	Drama	
1983	0085750	Les dents de la mer 3	Adventure	Horror	Thriller
1983	0085255	Tonnerre de feu	Action	Crime	Drama
1983	0086619	Yentl	Drama	Musical	Romance
1983	0086312	Le mystère Silkwood	Biography	Drama	History
1983	0086154	Psychose II	Crime	Horror	Mystery
1982	0083866	E.T., l'extra-terrestre	Family	Sci-Fi	
1982	0084805	Tootsie	Comedy	Drama	Romance
1982	0084434	Officier et gentleman	Drama	Romance	
1982	0084602	Rocky III, l'oeil du tigre	Drama	Sport	
1982	0084726	Star trek II - La colère de Khan	Action	Adventure	Sci-Fi
1982	0083511	48 heures	Action	Comedy	Crime
1982	0084516	Poltergeist	Horror	Thriller	
1982	0083642	La cage aux poules	Comedy	Musical	
1982	0083564	Annie	Comedy	Drama	Family
1982	0084855	Le verdict	Drama		
1982	0083987	Gandhi	Biography	Drama	History
1982	0083944	Rambo	Action	Adventure	
1982	0084809	Le joujou	Comedy		
1982	0083943	Firefox, l'arme absolue	Action	Adventure	Thriller
1982	0083791	Dark Crystal	Adventure	Family	Fantasy
1982	0082198	Conan le barbare	Adventure	Fantasy	
1982	0084749	L'épée sauvage	Action	Adventure	Fantasy
1982	0083641	Les meilleurs amis	Comedy	Drama	Romance
1982	0083972	Meurtres en 3 dimensions	Horror	Thriller	
1982	0084827	Tron	Action	Adventure	Sci-Fi
1981	0082971	Les aventuriers de l'arche perdue	Action	Adventure	
1981	0082846	La maison du lac	Drama		
1981	0084522	Porky's	Comedy		
1981	0082031	Arthur	Comedy	Romance	
1981	0083131	Les bleus	Comedy	War	
1981	0082136	L'équipée du Cannonball	Action	Comedy	Sport
1981	0082406	Rox et Rouky	Animation	Adventure	Drama
1981	0082398	Rien que pour vos yeux	Action	Adventure	Thriller
1981	0082158	Les chariots de feu	Biography	Drama	Sport
1981	0082405	Les quatre saisons	Comedy	Drama	
1981	0081633	Bandits, bandits	Adventure	Comedy	Fantasy
1981	0082186	Le choc des Titans	Action	Adventure	Family
1981	0081974	Absence de malice	Drama	Romance	Thriller
1981	0082979	Reds	Biography	Drama	History
1981	0083170	Tarzan l'homme singe	Adventure	Drama	
1981	0083169	Taps	Drama		
1981	0083064	L'anti-gang	Action	Crime	Drama
1981	0082348	Excalibur	Adventure	Drama	Fantasy
1981	0082163	Nice Dreams	Comedy	Crime	
1981	0082517	La folle histoire du monde	Comedy	History	
1980	0080684	L'empire contre-attaque	Action	Adventure	Fantasy
1980	0081573	Superman II	Action	Adventure	Sci-Fi
1980	0080319	Comment se débarrasser de son patron	Comedy		
1980	0081562	Faut s'faire la malle	Comedy	Crime	
1980	0080339	Y a-t-il un pilote dans l'avion?	Comedy		
1980	0080377	Ça va cogner	Action	Comedy	
1980	0081375	La bidasse	Comedy	War	
1980	0080549	Nashville Lady	Biography	Drama	Music
1980	0081529	Tu fais pas le poids, shérif!	Action	Comedy	
1980	0080453	Le lagon bleu	Adventure	Drama	Romance
1980	0080455	Les Blues Brothers	Adventure	Comedy	Crime
1980	0081283	Des gens comme les autres	Drama		
1980	0081696	Urban Cowboy	Drama	Romance	Western
1980	0081353	Popeye	Adventure	Comedy	Family
1980	0081505	Shining	Drama	Horror	
1980	0081480	Comme au bon vieux temps	Comedy	Romance	
1980	0080520	Cheech and Chong's Next Movie	Comedy	Crime	Sci-Fi
1980	0080487	Le golf en folie !	Comedy	Sport	
1980	0080761	Vendredi 13	Horror	Mystery	Thriller
1980	0080474	Brubaker	Crime	Drama	
1979	0079417	Kramer contre Kramer	Drama		
1979	0078767	Amityville, la maison du diable	Horror		
1979	0078788	Apocalypse Now	Drama	War	
1979	0079945	Star Trek, le film	Adventure	Mystery	Sci-Fi
1979	0078748	Alien - Le 8ème passager	Horror	Sci-Fi	
1979	0079588	Les Muppets: Ça, c'est du cinéma	Adventure	Comedy	Family
1979	0078721	Elle	Comedy	Romance	
1979	0079367	Un vrai schnock	Comedy		
1979	0079574	Moonraker	Action	Adventure	Sci-Fi
1979	0079100	Le cavalier électrique	Comedy	Drama	Romance
1979	0078966	Le syndrome chinois	Drama	Thriller	
1979	0079522	Manhattan	Comedy	Drama	Romance
1979	0079489	Le vampire de ces dames	Comedy		
1979	0079540	Arrête de ramer, t'es sur le sable	Comedy		
1979	0079116	L'évadé d'Alcatraz	Biography	Crime	Drama
1979	0079510	Tendre combat	Comedy	Romance	Sport
1979	0079948	Merci d'avoir été ma femme...	Comedy	Romance	
1979	0079336	Ne tirez pas sur le dentiste	Adventure	Comedy	Crime
1979	0078754	Que le spectacle commence	Comedy	Drama	Music
1979	0078723	1941	Action	Comedy	War
1978	0077631	Grease	Musical	Romance	
1978	0078346	Superman	Action	Adventure	Drama
1978	0077523	Doux, dur et dingue	Action	Comedy	
1978	0077766	Les dents de la mer, 2e partie	Adventure	Drama	Horror
1978	0077663	Le ciel peut attendre	Comedy	Fantasy	Romance
1978	0077696	La fureur du danger	Action	Comedy	
1978	0077416	Voyage au bout de l'enfer	Drama	War	
1978	0077651	Halloween, la nuit des masques	Horror	Thriller	
1978	0077369	Le convoi	Action	Drama	
1978	0077578	Drôle d'embrouille	Comedy	Mystery	Thriller
1978	0078446	Faut trouver le joint	Comedy	Music	
1978	0077928	Midnight Express	Biography	Crime	Drama
1978	0077362	Le retour	Drama	Romance	War
1978	0077699	Appelez-moi Docteur	Comedy	Drama	Romance
1978	0077745	L'invasion des profanateurs	Horror	Sci-Fi	
1978	0078444	La femme libre	Comedy	Drama	Romance
1978	0078504	The Wiz	Adventure	Family	Fantasy
1978	0077716	Château de rêves	Drama	Romance	Sport
1978	0077288	La cage aux folles	Comedy		
1978	0077531	F.I.S.T	Crime	Drama	Thriller
1977	0076759	La guerre des étoiles	Action	Adventure	Fantasy
1977	0075860	Rencontres du troisième type	Drama	Sci-Fi	
1977	0076729	Cours après moi shérif	Action	Comedy	
1977	0076095	Adieu, je reste	Comedy	Drama	Romance
1977	0076666	La fièvre du samedi soir	Drama	Music	
1977	0076618	Les aventures de Bernard et Bianca	Animation	Adventure	Comedy
1977	0075784	Un pont trop loin	Drama	History	War
1977	0076752	L'espion qui m'aimait	Action	Adventure	Thriller
1977	0076489	Oh, God!	Comedy	Fantasy	
1977	0076538	Peter et Elliott le dragon	Animation	Adventure	Comedy
1977	0075686	Annie Hall	Comedy	Romance	
1977	0078227	Les faux-durs	Comedy	Romance	Sport
1977	0076070	L'épreuve de force	Action	Crime	Thriller
1977	0076843	Le tournant de la vie	Drama	Romance	
1977	0076138	Héros	Comedy	Drama	
1977	0076141	Le grand frisson	Comedy	Mystery	
1977	0076009	L'exorciste II: L'hérétique	Horror		
1977	0075648	Les naufragés du 747	Action	Drama	Thriller
1977	0076723	La castagne	Comedy	Drama	Sport
1977	0077681	La colline a des yeux	Horror	Thriller	
1976	0075148	Rocky	Drama	Sport	
1976	0075265	Une étoile est née	Drama	Music	Romance
1976	0074119	Les hommes du président	Biography	Drama	History
1976	0074751	King Kong	Adventure	Horror	
1976	0074483	L'inspecteur ne renonce jamais	Action	Crime	Thriller
1976	0074174	La chouette équipe	Comedy	Drama	Family
1976	0075222	La dernière folie de Mel Brooks	Comedy		
1976	0075066	Quand la panthère rose s'emmêle	Comedy	Crime	
1976	0074285	Carrie au bal du diable	Horror		
1976	0075029	Josey Wales hors-la-loi	Western		
1976	0075314	Taxi Driver	Crime	Drama	
1976	0076054	Un vendredi dingue, dingue, dingue	Comedy	Family	Fantasy
1976	0074812	L'âge de cristal	Action	Sci-Fi	
1976	0074860	Marathon Man	Crime	Thriller	
1976	0074923	Ambulances tous risques	Comedy	Drama	
1976	0075629	Across the Great Divide	Family	Western	
1976	0075086	Lâche-moi les baskets	Comedy	Romance	
1976	0074906	Missouri Breaks	Drama	Western	
1976	0074539	La flûte à six schtroumpfs	Animation	Comedy	Family
1976	0074564	Gator	Action	Drama	Crime
1975	0073195	Les dents de la mer	Adventure	Drama	Thriller
1975	0073629	The Rocky Horror Picture Show	Comedy	Musical	
1975	0073486	Vol au-dessus d'un nid de coucou	Drama		
1975	0072890	Un après-midi de chien	Biography	Crime	Drama
1975	0073692	Shampoo	Comedy	Drama	
1975	0072081	Le retour de la panthère rose	Comedy	Crime	Mystery
1975	0073802	Les 3 jours du condor	Mystery	Thriller	
1975	0073026	Funny Lady	Biography	Comedy	Drama
1975	0072653	Le gang des chaussons aux pommes	Comedy	Family	Western
1975	0073941	Aloha, Bobby and Rose	Drama		
1975	0073496	The Other Side of the Mountain	Biography	Drama	Romance
1975	0073812	Tommy	Drama	Musical	
1975	0072610	La Liberté sauvage	Adventure	Drama	Family
1975	0073631	Rollerball	Action	Sci-Fi	Sport
1975	0073113	L'odyssée du Hindenburg	Adventure	Drama	History
1975	0073075	La kermesse des aigles	Adventure	Drama	
1975	0072951	La montagne ensorcelée	Adventure	Family	Fantasy
1975	0072848	Le jour du fléau	Drama	Thriller	
1975	0072737	L'évadé	Action	Adventure	Drama
1975	0073018	French Connection II	Action	Crime	Drama
1974	0071230	Le shérif est en prison	Comedy	Western	
1974	0072308	La tour infernale	Action	Drama	Thriller
1974	0072317	The Trial of Billy Jack	Action	Drama	Music
1974	0072431	Frankenstein junior	Comedy		
1974	0071455	Tremblement de terre	Action	Drama	Thriller
1974	0071562	Le parrain, 2ème partie	Crime	Drama	
1974	0071110	747 en péril	Action	Drama	Thriller
1974	0074797	The Life and Times of Grizzly Adams	Adventure	Family	Western
1974	0071571	La grande casse	Action	Crime	Drama
1974	0071206	Benji	Adventure	Family	Romance
1974	0071607	Le nouvel amour de coccinelle	Comedy	Family	Fantasy
1974	0072271	Massacre à la tronçonneuse	Horror		
1974	0071315	Chinatown	Drama	Mystery	Thriller
1974	0072288	Le canardeur	Comedy	Crime	Drama
1974	0071402	Un justicier dans la ville	Action	Crime	Drama
1974	0071807	L'homme au pistolet d'or	Action	Adventure	Thriller
1974	0071583	Faites-le avec les doigts	Comedy		
1974	0071788	Macon County Line	Action	Drama	Romance
1974	0071115	Alice n'est plus ici	Drama	Romance	
1974	0071524	Spéciale première	Comedy	Drama	Romance
1973	0070047	L'exorciste	Horror		
1973	0070735	L'arnaque	Comedy	Crime	Drama
1973	0069704	American Graffiti	Comedy	Drama	
1973	0070511	Papillon	Biography	Crime	Drama
1973	0070328	Vivre et laisser mourir	Action	Adventure	Thriller
1973	0070608	Robin des bois	Animation	Adventure	Comedy
1973	0070510	La barbe à papa	Comedy	Drama	
1973	0070666	Serpico	Biography	Crime	Drama
1973	0070034	Opération dragon	Action	Crime	Drama
1973	0070239	Jesus Christ Superstar	Drama	History	Musical
1973	0072281	Les trois mousquetaires	Action	Adventure	
1973	0070819	Une maîtresse dans les bras, une femme sur le dos	Comedy	Romance	
1973	0069947	Chacal	Crime	Drama	Thriller
1973	0068699	L'homme des hautes plaines	Mystery	Western	
1973	0069888	Class of '44	Drama		
1973	0069768	La bataille de la planète des singes	Action	Sci-Fi	
1973	0070016	Charlotte's Web	Animation	Family	Musical
1973	0069966	S.O.S. Black Guns	Crime	Drama	Action
1973	0070379	Mean streets - les rues chaudes	Crime	Drama	Thriller
1973	0070337	Les horizons perdus	Adventure	Drama	Fantasy
1972	0068646	Le parrain	Crime	Drama	
1972	0069113	L'aventure du Poséidon	Action	Adventure	Drama
1972	0068762	Jeremiah Johnson	Adventure	Drama	Western
1972	0068327	Cabaret	Drama	Musical	
1972	0068638	Guet-apens	Action	Crime	Thriller
1972	0070849	Le dernier Tango à Paris	Drama	Romance	
1972	0068612	Fritz le chat	Animation	Comedy	Drama
1972	0068341	Cosa Nostra	Crime	Drama	
1972	0068687	Le brise coeur	Comedy	Drama	Romance
1972	0069257	Les nouveaux exploits de Shaft	Action	Crime	Drama
1972	0068828	Lady Sings the Blues	Biography	Drama	Music
1972	0068408	La conquête de la planète des singes	Action	Sci-Fi	
1972	0068421	John Wayne et les cow-boys	Adventure	Drama	Western
1972	0068156	1776	Drama	Family	History
1972	0068909	L'homme de la Manche	Drama	Fantasy	Musical
1972	0068240	Avanti!	Comedy	Romance	
1972	0068833	La dernière maison sur la gauche	Horror	Thriller	
1972	0068284	Le vampire noir	Fantasy	Horror	Romance
1972	0068361	Le charme discret de la bourgeoisie	Comedy		
1972	0065750	La furia del Hombre Lobo	Horror		
1971	0066832	Billy Jack	Action	Drama	
1971	0067093	Un violon sur le toit	Drama	Family	Musical
1971	0066995	Les diamants sont éternels	Action	Adventure	Thriller
1971	0067328	La dernière séance	Drama		
1971	0066892	Ce plaisir qu'on dit charnel	Drama		
1971	0067217	L'hôpital	Comedy	Drama	Mystery
1971	0067991	Willard	Horror	Sci-Fi	
1971	0066817	L'apprentie sorcière	Animation	Adventure	Comedy
1971	0067810	Sweet Sweetback's Baadasssss Song	Crime	Drama	Thriller
1971	0067065	Les évadés de la planète des singes	Action	Sci-Fi	
1971	0067588	Un frisson dans la nuit	Thriller		
1971	0066830	The Big Doll House	Action	Drama	Thriller
1971	0067525	Le survivant	Action	Sci-Fi	Thriller
1971	0066831	Big Jake	Western		
1971	0066767	Le dossier Anderson	Action	Crime	Thriller
1971	0067770	Soleil rouge	Action	Western	
1971	0067992	Charlie et la chocolaterie	Family	Fantasy	Musical
1971	0066434	THX 1138	Drama	Sci-Fi	Thriller
1971	0067778	Le souffle au coeur	Comedy	Drama	
1971	0090928	Honey Britches	Comedy	Horror	Thriller
1970	0066011	Love Story	Drama	Romance	
1970	0065377	Airport	Action	Drama	Thriller
1970	0066026	M.A.S.H.	Comedy	Drama	War
1970	0066206	Patton	Biography	Drama	War
1970	0065421	Les aristochats	Animation	Adventure	Comedy
1970	0065988	Little Big Man	Adventure	Comedy	Drama
1970	0066319	La fille de Ryan	Drama	Romance	
1970	0066473	Tora! Tora! Tora!	Action	Drama	History
1970	0065528	Catch 22	Comedy	Drama	War
1970	0066195	La chouette et le pussycat	Comedy		
1970	0065916	Joe	Drama	Thriller	
1970	0065462	Le secret de la planète des singes	Action	Adventure	Sci-Fi
1970	0065482	Les boatniks - Du vent dans les voiles	Family	Comedy	
1970	0066774	Ann och Eve - de erotiska	Drama		
1970	0066181	Melinda	Comedy	Drama	Fantasy
1970	0066301	Rio Lobo	Adventure	Romance	War
1970	0065466	Orgissimo	Comedy	Drama	Music
1970	0065547	Chisum	Biography	Western	
1970	0066450	Appelez-moi Monsieur Tibbs	Crime	Drama	Mystery
1970	0065611	Darling Lili	Comedy	Drama	Musical
1969	0064115	Butch Cassidy et le Kid	Biography	Crime	Drama
1969	0064665	Macadam cowboy	Drama		
1969	0064276	Easy Rider	Adventure	Drama	
1969	0064418	Hello, Dolly!	Adventure	Comedy	Musical
1969	0064100	Bob et Carole et Ted et Alice	Comedy	Drama	Romance
1969	0064782	La kermesse de l'Ouest	Comedy	Drama	Musical
1969	0065126	100 dollars pour un shérif	Adventure	Drama	Western
1969	0064117	Fleur de cactus	Comedy	Romance	
1969	0064381	Goodbye Columbus	Comedy	Drama	Romance
1969	0064757	Au service secret de Sa Majesté	Action	Adventure	Thriller
1969	0065215	Virages	Action	Drama	Sport
1969	0065037	Pookie	Comedy	Drama	Romance
1969	0168192	The Stewardesses	Comedy	Drama	
1969	0064911	La cavale infernale	Action	Drama	
1969	0064041	L'arrangement	Drama	Romance	
1969	0064002	Alice's Restaurant	Comedy	Drama	Music
1969	0064639	Les naufragés de l'espace	Adventure	Drama	Sci-Fi
1969	0064169	Le clan des Siciliens	Crime	Drama	
1969	0064158	Che!	Biography	Drama	History
1969	0064155	Charro	Western		
1968	0062622	2001, l'odyssée de l'espace	Adventure	Sci-Fi	
1968	0063374	Drôle de couple	Comedy		
1968	0062765	Bullitt	Action	Crime	Mystery
1968	0063518	Roméo & Juliette	Drama	Romance	
1968	0063442	La planète des singes	Adventure	Sci-Fi	
1968	0063829	Les tiens, les miens, le nôtre	Comedy	Family	
1968	0063227	Le lion en hiver	Biography	Drama	History
1968	0063035	Les bérets verts	Drama	War	
1968	0063385	Oliver!	Drama	Family	Musical
1968	0062974	La vallée du bonheur	Family	Fantasy	Musical
1968	0063821	Il y a un homme dans le lit de maman	Comedy	Drama	Family
1968	0063801	Que faisiez-vous quand les lumières se sont éteintes?	Comedy		
1968	0064116	Il était une fois dans l'Ouest	Western		
1968	0063642	Star!	Biography	Comedy	Drama
1968	0063634	À plein tube	Comedy	Musical	
1968	0063775	Pancho Villa	War	Western	
1968	0063661	Sweet November	Comedy	Drama	Romance
1968	0063823	Yellow Submarine	Animation	Adventure	Comedy
1968	0062994	Funny Girl	Biography	Comedy	Drama
1968	0260434	Tricks of the Trade	Drama		
1967	0061852	Le livre de la jungle	Animation	Adventure	Family
1967	0061722	Le lauréat	Comedy	Drama	Romance
1967	0061735	Devine qui vient dîner?	Comedy	Drama	
1967	0061578	Les douze salopards	Action	Adventure	War
1967	0062430	La vallée des poupées	Drama	Music	Romance
1967	0062512	On ne vit que deux fois	Action	Adventure	Thriller
1967	0062376	Les anges aux poings serrés	Drama		
1967	0062362	Millie	Comedy	Musical	Romance
1967	0061439	Camelot	Adventure	Fantasy	Musical
1967	0061420	Le crédo de la violence	Action	Drama	Thriller
1967	0061811	Dans la chaleur de la nuit	Crime	Drama	Mystery
1967	0061834	Je suis curieuse	Drama		
1967	0061385	Pieds nus dans le parc	Comedy	Romance	
1967	0062467	Seule dans la nuit	Horror	Thriller	
1967	0061619	El Dorado	Drama	Romance	Western
1967	0061810	F comme Flint	Action	Adventure	Comedy
1967	0061796	Que vienne la nuit	Drama		
1967	0061584	L'extravagant docteur Dolittle	Adventure	Comedy	Family
1967	0061407	La mégère apprivoisée	Comedy	Drama	Romance
1967	0062472	La caravane de feu	Western		
1966	0060164	La bible	Drama		
1966	0060491	Hawaï	Drama		
1966	0060665	Un homme pour l'éternité	Biography	Drama	History
1966	0060640	Lt. Robin Crusoe, U.S.N.	Adventure	Comedy	Family
1966	0060921	Les Russes arrivent, les Russes arrivent	Comedy	War	
1966	0060472	Grand Prix	Drama	Sport	
1966	0060862	Les professionnels	Action	Adventure	Western
1966	0060086	Alfie, le dragueur	Comedy	Drama	
1966	0059557	Notre homme Flint	Action	Adventure	Comedy
1966	0060748	Nevada Smith	Western		
1966	0061189	Les anges sauvages	Action	Drama	Thriller
1966	0060897	Le retour des sept	Action	Western	
1966	0060196	Le bon, la brute et le truand	Western		
1966	0060232	La poursuite impitoyable	Crime	Drama	Thriller
1966	0061093	Trois sur un sofa	Comedy	Romance	
1966	0059563	Paradis hawaïen	Comedy	Musical	
1966	0059127	Dracula, prince des ténèbres	Horror		
1966	0060675	Masculin féminin	Drama	Romance	
1966	0060107	Andreï Roublev	Biography	Drama	History
1966	0060647	Made in U.S.A	Comedy	Crime	Mystery
1965	0059742	La mélodie du bonheur	Biography	Drama	Family
1965	0059113	Le docteur Jivago	Drama	Romance	War
1965	0059800	Opération Tonnerre	Action	Adventure	Thriller
1965	0059797	Ces merveilleux fous volants dans leurs drôles de machines	Adventure	Comedy	Family
1965	0059793	L'espion aux pattes de velours	Comedy	Crime	Family
1965	0059243	La grande course autour du monde	Action	Adventure	Comedy
1965	0059017	Cat Ballou	Comedy	Romance	Western
1965	0059903	Quoi de neuf, Pussycat?	Comedy		
1965	0059885	L'express du colonel von Ryan	Action	Adventure	War
1965	0059245	La plus grande histoire jamais contée	Biography	Drama	History
1965	0059674	Le chevalier des sables	Drama		
1965	0059037	Le Kid de Cincinnati	Drama		
1965	0059578	Et pour quelques dollars de plus	Western		
1965	0188550	Daytona Beach Weekend	Drama	Musical	
1965	0058920	The Art of Love	Comedy		
1965	0059740	Les quatre fils de Katie Elder	Western		
1965	0059309	Première victoire	Drama	War	
1965	0059250	Sur la piste de la grande caravane	Comedy	Western	
1965	0059224	La stripteaseuse effarouchée	Comedy	Musical	Romance
1965	0056585	Chatouille-moi	Comedy	Musical	Romance
1964	0058331	Mary Poppins	Comedy	Family	Fantasy
1964	0058385	My Fair Lady	Drama	Family	Musical
1964	0058150	Goldfinger	Action	Adventure	Thriller
1964	0057917	Les ambitieux	Drama	Romance	
1964	0058461	Pour une poignée de dollars	Western		
1964	0058182	Quatre garçons dans le vent	Comedy	Music	Musical
1964	0058743	Madame croque-maris	Comedy	Romance	
1964	0058708	La reine du Colorado	Biography	Comedy	Musical
1964	0058092	Grand méchant loup appelle	Adventure	Comedy	Romance
1964	0058586	Quand l'inspecteur s'emmêle	Comedy	Mystery	
1964	0059825	Le train	Thriller	War	
1964	0058329	Pas de printemps pour Marnie	Crime	Drama	Mystery
1964	0058725	L'amour en quatrième vitesse	Comedy	Musical	
1964	0058085	La chute de l'Empire romain	Drama	History	War
1964	0058437	L'outrage	Crime	Drama	Western
1964	0058534	L'homme à tout faire	Drama	Music	Musical
1964	0057227	Salut, les cousins	Comedy	Musical	Romance
1964	0154587	Les aventures de Yogi le nounours	Animation	Adventure	Comedy
1964	0057012	Docteur Folamour, ou: Comment j'ai appris à ne plus m'en faire et à aimer la bombe	Comedy		
1964	0058604	Soy Cuba	Drama	History	War
1963	0056937	Cléopâtre	Biography	Drama	History
1963	0057193	Un monde fou, fou, fou, fou	Action	Adventure	Comedy
1963	0057590	Tom Jones: de l'alcôve à la potence	Adventure	Comedy	History
1963	0057187	Irma la Douce	Comedy	Romance	
1963	0057076	Bons baisers de Russie	Action	Adventure	Thriller
1963	0057546	Merlin l'enchanteur	Animation	Adventure	Comedy
1963	0057518	Après lui, le déluge	Comedy	Sci-Fi	Family
1963	0056923	Charade	Comedy	Mystery	Romance
1963	0056891	Bye Bye Birdie	Comedy	Musical	
1963	0057115	La grande évasion	Adventure	Drama	History
1963	0056869	Les oiseaux	Drama	Horror	Mystery
1963	0057413	La panthère rose	Comedy	Crime	Romance
1963	0057634	Hôtel international	Drama		
1963	0057163	Le plus sauvage d'entre tous	Drama		
1963	0057372	Docteur Jerry et Mister Love	Comedy	Romance	Sci-Fi
1963	0056875	Blood Feast	Horror		
1963	0057129	La maison du diable	Horror		
1963	0057191	Blondes, brunes et rousses	Comedy	Musical	Romance
1963	0057580	The Three Stooges Go Around the World in a Daze	Comedy		
1963	0057038	Héros de Babylone	Adventure		
1962	0056085	La conquête de l'Ouest	Western		
1962	0056172	Lawrence d'Arabie	Adventure	Biography	Drama
1962	0056197	Le jour le plus long	Action	Drama	History
1962	0056095	Les enfants du capitaine Grant	Adventure	Family	Fantasy
1962	0055928	James Bond 007 contre Dr. No	Action	Adventure	Thriller
1962	0056262	Le marchand de fanfares	Comedy	Musical	Romance
1962	0056575	Un soupçon de vison	Comedy	Romance	
1962	0056700	Le monde merveilleux des contes de Grimm	Animation	Adventure	Biography
1962	0056059	Hatari!	Action	Adventure	Drama
1962	0056264	Les révoltés du Bounty	Adventure	Drama	History
1962	0056048	Gypsy, Venus de Broadway	Biography	Comedy	Drama
1962	0056193	Lolita	Crime	Drama	Romance
1962	0056579	The Three Stooges Meet Hercules	Comedy	Fantasy	
1962	0056687	Qu'est-il arrivé à Baby Jane?	Drama	Horror	Thriller
1962	0056556	Taras Bulba	Adventure	Drama	History
1962	0056526	La foire aux illusions	Musical	Romance	
1962	0056142	King Kong contre Godzilla	Action	Adventure	Fantasy
1962	0056023	Des filles... encore des filles	Comedy	Musical	
1962	0054890	Les quatre cavaliers de l'apocalypse	Drama	War	
1962	0056138	Un direct au coeur	Drama	Musical	Sport
1961	0055254	Les 101 dalmatiens	Animation	Adventure	Comedy
1961	0055614	West Side Story	Crime	Drama	Musical
1961	0054953	Les canons de Navarone	Action	Adventure	Drama
1961	0054847	Le Cid	Adventure	Biography	Drama
1961	0054594	Monte là-dessus	Comedy	Family	Sci-Fi
1961	0055100	Un pyjama pour deux	Comedy	Drama	Romance
1961	0055047	Le roi des rois	Biography	Drama	History
1961	0054759	Le rendez-vous de septembre	Comedy	Romance	
1961	0054885	Flower Drum Song	Comedy	Musical	Romance
1961	0054692	Sous le ciel bleu d'Hawaï	Comedy	Musical	
1961	0054649	Babes in Toyland	Comedy	Family	Fantasy
1961	0055471	La fièvre dans le sang	Drama	Romance	
1961	0055073	El Perdido	Drama	Romance	Western
1961	0055458	Snow White and the Three Stooges	Adventure	Comedy	Family
1961	0055018	Les innocents	Horror		
1961	0055304	La chambre des tortures	Drama	Horror	Mystery
1961	0055074	La dernière fois que j' ai vu Archie	Comedy	Romance	War
1961	0054632	L'année dernière à Marienbad	Drama	Mystery	
1961	0055572	Une femme est une femme	Comedy	Drama	Romance
1961	0055508	Trois femmes	Comedy	Drama	
1960	0054357	Les Robinsons des mers du sud	Adventure	Family	
1960	0054215	Psychose	Horror	Mystery	Thriller
1960	0054331	Spartacus	Adventure	Biography	Drama
1960	0053779	La dolce vita	Comedy	Drama	
1960	0053804	Exodus	Action	Drama	History
1960	0053604	La garçonnière	Comedy	Drama	Romance
1960	0053580	Alamo	Adventure	Drama	History
1960	0053622	La Vénus au vison	Drama		
1960	0054135	L'inconnu de Las Vegas	Comedy	Crime	Music
1960	0054367	La tête à l'envers	Comedy	Sport	
1960	0053841	Du haut de la terrasse	Drama	Romance	
1960	0053793	Elmer Gantry, le charlatan	Drama		
1960	0054188	Ne mangez pas les marguerites	Comedy	Family	Romance
1960	0054172	Pépé	Comedy	Musical	
1960	0054084	Piège à minuit	Drama	Mystery	Thriller
1960	0054483	Le monde de Suzie Wong	Drama	Romance	
1960	0054022	Le milliardaire	Comedy	Musical	Romance
1960	0053877	The Grass Is Greener	Comedy	Drama	Romance
1960	0054047	Les 7 mercenaires	Action	Adventure	Western
1960	0053716	Cendrillon aux grands pieds	Comedy	Family	Fantasy
1959	0052618	Ben-Hur	Adventure	Drama	History
1959	0053285	La belle au bois dormant	Animation	Family	Fantasy
1959	0053291	Certains l'aiment chaud	Comedy	Romance	
1959	0053143	Opération jupons	Comedy	Romance	War
1959	0053172	Confidences sur l'oreiller	Comedy	Romance	
1959	0052918	Mirage de la vie	Drama		
1959	0053318	Soudain l'été dernier	Drama	Mystery	Thriller
1959	0053125	La mort aux trousses	Adventure	Mystery	Thriller
1959	0053131	Au risque de se perdre	Drama		
1959	0053221	Rio Bravo	Action	Drama	Western
1959	0053290	Salomon et la reine de Saba	Drama	History	Romance
1959	0052561	Autopsie d'un meurtre	Crime	Drama	Mystery
1959	0053137	Le dernier rivage	Drama	Romance	Sci-Fi
1959	0052896	Un trou dans la tête	Comedy	Drama	
1959	0052948	Voyage au centre de la terre	Adventure	Family	Fantasy
1959	0052738	Le journal d'Anne Frank	Biography	Drama	Family
1959	0053183	La gloire et la peur	Action	Drama	War
1959	0053434	L'homme aux colts d'or	Western		
1959	0053334	La plus grande aventure de Tarzan	Action	Adventure	
1959	0053335	Tarzan, l'homme-singe	Action	Adventure	Romance
1958	0051383	Ma tante	Comedy	Drama	Romance
1958	0051459	La chatte sur un toit brûlant	Drama		
1958	0052415	Le bal des maudits	Action	Drama	War
1958	0052182	Tables séparées	Drama	Romance	
1958	0052365	Les Vikings	Action	Adventure	
1958	0051337	Le septième voyage de Sinbad	Action	Adventure	Family
1958	0050381	Les travaux d'Hercule	Adventure	Fantasy	
