year	imdbId	title	originalTitle	genre1	genre2	genre3	boxOffice	rank	category	winner
1988	93389	Le dernier empereur	The Last Emperor	Biography	Drama	History	93686409	23	Best Adapted Screenplay	true
1988	93058	Full Metal Jacket	Full Metal Jacket	Drama	War		98741849	21	Best Adapted Screenplay	false
1988	92843	Les gens de Dublin	The Dead	Drama			9308266	109	Best Adapted Screenplay	false
1988	93010	Liaison fatale	Fatal Attraction	Drama	Thriller		333655326	2	Best Adapted Screenplay	false
1988	89606	Ma vie de chien	Mitt liv som hund	Drama	Comedy		17775416	89	Best Adapted Screenplay	false
1988	93565	Éclair de lune	Moonstruck	Comedy	Drama	Romance	171764324	5	Best Original Screenplay	true
1988	92593	Au revoir les enfants	Au revoir les enfants	Drama	War		9676217	107	Best Original Screenplay	false
1988	92699	Broadcast News	Broadcast News	Comedy	Drama	Romance	109161230	18	Best Original Screenplay	false
1988	93209	Hope and Glory: La guerre à sept ans	Hope and Glory	Comedy	Drama	Romance	21344985	84	Best Original Screenplay	false
1988	93818	Radio Days	Radio Days	Comedy			31508619	66	Best Original Screenplay	false
1987	91530	Mission	The Mission	Adventure	Drama	History	38224011	49	Best Cinematography	true
1987	91867	Chambre avec vue	A Room with a View	Drama	Romance		46545949	41	Best Cinematography	false
1987	91738	Peggy Sue s'est mariée	Peggy Sue Got Married	Comedy	Drama	Fantasy	91869907	19	Best Cinematography	false
1987	91763	Platoon	Platoon	Drama	War		307537854	3	Best Cinematography	false
1987	92007	Star Trek IV - Retour sur Terre	Star Trek IV: The Voyage Home	Adventure	Comedy	Sci-Fi	243563153	5	Best Cinematography	false
1987	91763	Platoon	Platoon	Drama	War		307537854	3	Best Directing	true
1987	90756	Blue Velvet	Blue Velvet	Drama	Mystery	Thriller	18983726	73	Best Directing	false
1987	91867	Chambre avec vue	Chambre avec vue	Drama	Romance		46545949	41	Best Directing	false
1987	91530	Mission	Mission	Adventure	Drama	History	38224011	49	Best Directing	false
1987	91167	Hannah et ses soeurs	Hannah et ses soeurs	Comedy	Drama		88986571	24	Best Directing	false
1987	90605	Aliens - Le retour	Aliens	Action	Adventure	Sci-Fi	189055750	7	Best Visual Effects	true
1987	91419	La petite boutique des horreurs	Little Shop of Horrors	Comedy	Horror	Musical	86019194	26	Best Visual Effects	false
1987	91778	Poltergeist II	Poltergeist II: The Other Side	Horror			91012596	20	Best Visual Effects	false
1987	91763	Platoon	Platoon	Drama	War		307537854	3	Best Picture	true
1987	91867	Chambre avec vue	A Room with a View	Drama	Romance		46545949	41	Best Picture	false
1987	91167	Hannah et ses soeurs	Hannah and Her Sisters	Comedy	Drama		88986571	24	Best Picture	false
1987	90830	Les enfants du silence	Children of a Lesser God	Drama	Romance		70713837	33	Best Picture	false
1987	91530	Mission	The Mission	Adventure	Drama	History	38224011	49	Best Picture	false
1987	91867	Chambre avec vue	A Room with a View	Drama	Romance		46545949	41	Best Adapted Screenplay	true
1987	90886	Crimes du coeur	Crimes of the Heart	Comedy	Drama		50850210	41	Best Adapted Screenplay	false
1987	90863	La couleur de l'argent	The Color of Money	Drama	Sport		116092640	12	Best Adapted Screenplay	false
1987	90830	Les enfants du silence	Children of a Lesser God	Drama	Romance		70713837	33	Best Adapted Screenplay	false
1987	92005	Stand by me - Compte sur moi	Stand by Me	Adventure	Drama		116078059	13	Best Adapted Screenplay	false
1987	91167	Hannah et ses soeurs	Hannah and Her Sisters	Comedy	Drama		88986571	24	Best Original Screenplay	true
1987	90555	Crocodile Dundee	Crocodile Dundee	Adventure	Comedy		387689700	2	Best Original Screenplay	false
1987	91578	My Beautiful Laundrette	My Beautiful Laundrette	Comedy	Drama	Romance	5442429	127	Best Original Screenplay	false
1987	91763	Platoon	Platoon	Drama	War		307537854	3	Best Original Screenplay	false
1987	91886	Salvador	Salvador	Drama	History	Thriller	3330000	153	Best Original Screenplay	false
1986	89755	Out of Africa - Souvenirs d'Afrique	Out of Africa	Biography	Drama	Romance	200329999	5	Best Cinematography	true
1986	88939	La couleur pourpre	The Color Purple	Drama			226476084	4	Best Cinematography	false
1986	89643	Murphy's Romance	Murphy's Romance	Comedy	Drama	Romance	70754028	27	Best Cinematography	false
1986	89881	Ran	Ran	Action	Drama		8101568	117	Best Cinematography	false
1986	90329	Witness: Témoin sous surveillance	Witness	Crime	Drama	Romance	158026083	8	Best Cinematography	false
1986	89755	Out of Africa - Souvenirs d'Afrique	Out of Africa - Souvenirs d'Afrique	Biography	Drama	Romance	200329999	5	Best Directing	true
1986	89881	Ran	Ran	Action	Drama		8101568	117	Best Directing	false
1986	89424	Le baiser de la femme-araignée	Le baiser de la femme-araignée	Drama			39186774	53	Best Directing	false
1986	89841	L'honneur des Prizzi	L'honneur des Prizzi	Comedy	Crime	Drama	61409999	30	Best Directing	false
1986	90329	Witness: Témoin sous surveillance	Witness: Témoin sous surveillance	Crime	Drama	Romance	158026083	8	Best Directing	false
1986	88933	Cocoon	Cocoon	Comedy	Drama	Sci-Fi	175060185	6	Best Visual Effects	true
1986	90357	Le secret de la pyramide	Young Sherlock Holmes	Adventure	Fantasy	Mystery	45399700	45	Best Visual Effects	false
1986	89908	Oz, un monde extraordinaire	Return to Oz	Adventure	Family	Fantasy	25616942	69	Best Visual Effects	false
1986	89755	Out of Africa - Souvenirs d'Afrique	Out of Africa	Biography	Drama	Romance	200329999	5	Best Picture	true
1986	89841	L'honneur des Prizzi	Prizzi's Honor	Comedy	Crime	Drama	61409999	30	Best Picture	false
1986	88939	La couleur pourpre	The Color Purple	Drama			226476084	4	Best Picture	false
1986	89424	Le baiser de la femme-araignée	Kiss of the Spider Woman	Drama			39186774	53	Best Picture	false
1986	90329	Witness: Témoin sous surveillance	Witness	Crime	Drama	Romance	158026083	8	Best Picture	false
1986	89755	Out of Africa - Souvenirs d'Afrique	Out of Africa	Biography	Drama	Romance	200329999	5	Best Adapted Screenplay	true
1986	89841	L'honneur des Prizzi	Prizzi's Honor	Comedy	Crime	Drama	61409999	30	Best Adapted Screenplay	false
1986	88939	La couleur pourpre	The Color Purple	Drama			226476084	4	Best Adapted Screenplay	false
1986	89424	Le baiser de la femme-araignée	Kiss of the Spider Woman	Drama			39186774	53	Best Adapted Screenplay	false
1986	90203	Mémoires du Texas	The Trip to Bountiful	Drama			17173322	95	Best Adapted Screenplay	false
1986	90329	Witness: Témoin sous surveillance	Witness	Crime	Drama	Romance	158026083	8	Best Original Screenplay	true
1986	88846	Brazil	Brazil	Drama	Sci-Fi		22837010	80	Best Original Screenplay	false
1986	89276	L'histoire officielle	La historia oficial	Drama	History	War	67679	183	Best Original Screenplay	false
1986	89853	La rose pourpre du Caire	The Purple Rose of Cairo	Comedy	Fantasy	Romance	24452065	73	Best Original Screenplay	false
1986	88763	Retour vers le futur	Back to the Future	Adventure	Comedy	Sci-Fi	484402452	1	Best Original Screenplay	false
1985	87553	La déchirure	The Killing Fields	Biography	Drama	History	81198680	26	Best Cinematography	true
1985	86879	Amadeus	Amadeus	Biography	Drama	History	121616887	12	Best Cinematography	false
1985	88007	La rivière	The River	Drama			26886557	70	Best Cinematography	false
1985	87892	La route des Indes	A Passage to India	Adventure	Drama	History	63619108	34	Best Cinematography	false
1985	87781	Le meilleur	The Natural	Drama	Sport		112207630	14	Best Cinematography	false
1985	86879	Amadeus	Amadeus	Biography	Drama	History	121616887	12	Best Directing	true
1985	87892	La route des Indes	La route des Indes	Adventure	Drama	History	63619108	34	Best Directing	false
1985	87921	Les saisons du coeur	Les saisons du coeur	Drama			81669776	25	Best Directing	false
1985	87553	La déchirure	La déchirure	Biography	Drama	History	81198680	26	Best Directing	false
1985	87003	Broadway Danny Rose	Broadway Danny Rose	Comedy			24805162	73	Best Directing	false
1985	87469	Indiana Jones et le temple maudit	Indiana Jones and the Temple of Doom	Action	Adventure		420896434	3	Best Visual Effects	true
1985	86837	2010 - L'année du premier contact (L'odyssée continue)	2010: The Year We Make Contact	Adventure	Mystery	Sci-Fi	94068000	17	Best Visual Effects	false
1985	87332	S.O.S fantômes	Ghost Busters	Action	Comedy	Fantasy	558399170	1	Best Visual Effects	false
1985	86879	Amadeus	Amadeus	Biography	Drama	History	121616887	12	Best Picture	true
1985	87553	La déchirure	The Killing Fields	Biography	Drama	History	81198680	26	Best Picture	false
1985	87892	La route des Indes	A Passage to India	Adventure	Drama	History	63619108	34	Best Picture	false
1985	87921	Les saisons du coeur	Places in the Heart	Drama			81669776	25	Best Picture	false
1985	88146	Soldier's Story	A Soldier's Story	Crime	Drama	Mystery	51061951	46	Best Picture	false
1985	86879	Amadeus	Amadeus	Biography	Drama	History	121616887	12	Best Adapted Screenplay	true
1985	87365	Greystoke, la légende de Tarzan	Greystoke: The Legend of Tarzan, Lord of the Apes	Adventure	Drama		107406000	15	Best Adapted Screenplay	false
1985	87553	La déchirure	The Killing Fields	Biography	Drama	History	81198680	26	Best Adapted Screenplay	false
1985	87892	La route des Indes	A Passage to India	Adventure	Drama	History	63619108	34	Best Adapted Screenplay	false
1985	88146	Soldier's Story	A Soldier's Story	Crime	Drama	Mystery	51061951	46	Best Adapted Screenplay	false
1985	87921	Les saisons du coeur	Places in the Heart	Drama			81669776	25	Best Original Screenplay	true
1985	87003	Broadway Danny Rose	Broadway Danny Rose	Comedy			24805162	73	Best Original Screenplay	false
1985	86960	Le flic de Beverly Hills	Beverly Hills Cop	Action	Comedy	Crime	549339518	2	Best Original Screenplay	false
1985	88161	Splash	Splash	Comedy	Fantasy	Romance	145314000	11	Best Original Screenplay	false
1984	83922	Fanny et Alexandre	Fanny och Alexander	Drama			12080356	89	Best Cinematography	true
1984	85549	Flashdance	Flashdance	Drama	Music	Romance	230607000	3	Best Cinematography	false
1984	86197	L'étoffe des héros	The Right Stuff	Adventure	Biography	Drama	52245000	31	Best Cinematography	false
1984	86567	WarGames	WarGames	Sci-Fi	Thriller		193350240	5	Best Cinematography	false
1984	86637	Zelig	Zelig	Comedy			28670636	53	Best Cinematography	false
1984	86425	Tendres passions	Tendres passions	Comedy	Drama		263469078	2	Best Directing	true
1984	86423	Tendre bonheur	Tendre bonheur	Drama	Music		20516791	66	Best Directing	false
1984	83922	Fanny et Alexandre	Fanny et Alexandre	Drama			12080356	89	Best Directing	false
1984	86312	Le mystère Silkwood	Le mystère Silkwood	Biography	Drama	History	86545929	19	Best Directing	false
1984	85461	L'habilleur	L'habilleur	Drama			12905117	84	Best Directing	false
1984	86425	Tendres passions	Terms of Endearment	Comedy	Drama		263469078	2	Best Picture	true
1984	85461	L'habilleur	The Dresser	Drama			12905117	84	Best Picture	false
1984	86197	L'étoffe des héros	The Right Stuff	Adventure	Biography	Drama	52245000	31	Best Picture	false
1984	85244	Les copains d'abord	The Big Chill	Comedy	Drama		136566000	13	Best Picture	false
1984	86423	Tendre bonheur	Tender Mercies	Drama	Music		20516791	66	Best Picture	false
1984	86190	Le retour du Jedi	Star Wars: Episode VI - Return of the Jedi	Action	Adventure	Fantasy	751174743	1	Best Visual Effects	true
1984	86425	Tendres passions	Terms of Endearment	Comedy	Drama		263469078	2	Best Adapted Screenplay	true
1984	85461	L'habilleur	The Dresser	Drama			12905117	84	Best Adapted Screenplay	false
1984	85478	L'éducation de Rita	Educating Rita	Comedy	Drama		35594824	46	Best Adapted Screenplay	false
1984	86423	Tendre bonheur	Tender Mercies	Drama	Music		20516791	66	Best Original Screenplay	true
1984	83922	Fanny et Alexandre	Fanny och Alexander	Drama			12080356	89	Best Original Screenplay	false
1984	86312	Le mystère Silkwood	Silkwood	Biography	Drama	History	86545929	19	Best Original Screenplay	false
1984	85244	Les copains d'abord	The Big Chill	Comedy	Drama		136566000	13	Best Original Screenplay	false
1984	86567	WarGames	WarGames	Sci-Fi	Thriller		193350240	5	Best Original Screenplay	false
1983	83987	Gandhi	Gandhi	Biography	Drama	History	133502759	11	Best Cinematography	true
1983	83866	E.T., l'extra-terrestre	E.T. the Extra-Terrestrial	Family	Sci-Fi		1100829701	1	Best Cinematography	false
1983	82096	Le bateau	Das Boot	Adventure	Drama	Thriller	29063820	64	Best Cinematography	false
1983	84707	Le choix de Sophie	Sophie's Choice	Drama	Romance		75991080	22	Best Cinematography	false
1983	84805	Tootsie	Tootsie	Comedy	Drama	Romance	448315999	2	Best Cinematography	false
1983	83987	Gandhi	Gandhi	Biography	Drama	History	133502759	11	Best Directing	true
1983	84855	Le verdict	Le verdict	Drama			136620000	10	Best Directing	false
1983	83866	E.T., l'extra-terrestre	E.T., l'extra-terrestre	Family	Sci-Fi		1100829701	1	Best Directing	false
1983	84805	Tootsie	Tootsie	Comedy	Drama	Romance	448315999	2	Best Directing	false
1983	82096	Le bateau	Le bateau	Adventure	Drama	Thriller	29063820	64	Best Directing	false
1983	83866	E.T., l'extra-terrestre	E.T. the Extra-Terrestrial	Family	Sci-Fi		1100829701	1	Best Visual Effects	true
1983	83658	Blade Runner	Blade Runner	Sci-Fi	Thriller		68310000	26	Best Visual Effects	false
1983	84516	Poltergeist	Poltergeist	Horror	Thriller		193813888	7	Best Visual Effects	false
1983	83987	Gandhi	Gandhi	Biography	Drama	History	133502759	11	Best Picture	true
1983	83866	E.T., l'extra-terrestre	E.T. the Extra-Terrestrial	Family	Sci-Fi		1100829701	1	Best Picture	false
1983	84855	Le verdict	The Verdict	Drama			136620000	10	Best Picture	false
1983	84335	Missing - Porté disparu	Missing	Biography	Drama	History	35420000	46	Best Picture	false
1983	84805	Tootsie	Tootsie	Comedy	Drama	Romance	448315999	2	Best Picture	false
1983	84335	Missing - Porté disparu	Missing	Biography	Drama	History	35420000	46	Best Adapted Screenplay	true
1983	82096	Le bateau	Das Boot	Adventure	Drama	Thriller	29063820	64	Best Adapted Screenplay	false
1983	84707	Le choix de Sophie	Sophie's Choice	Drama	Romance		75991080	22	Best Adapted Screenplay	false
1983	84855	Le verdict	The Verdict	Drama			136620000	10	Best Adapted Screenplay	false
1983	84865	Victor/Victoria	Victor Victoria	Comedy	Music	Musical	55492043	30	Best Adapted Screenplay	false
1983	83987	Gandhi	Gandhi	Biography	Drama	History	133502759	11	Best Original Screenplay	true
1983	83833	Diner	Diner	Comedy	Drama		35673000	44	Best Original Screenplay	false
1983	83866	E.T., l'extra-terrestre	E.T. the Extra-Terrestrial	Family	Sci-Fi		1100829701	1	Best Original Screenplay	false
1983	84434	Officier et gentleman	An Officer and a Gentleman	Drama	Romance		328382746	3	Best Original Screenplay	false
1983	84805	Tootsie	Tootsie	Comedy	Drama	Romance	448315999	2	Best Original Screenplay	false
1982	82979	Reds	Reds	Biography	Drama	History	105398739	14	Best Cinematography	true
1982	82348	Excalibur	Excalibur	Adventure	Drama	Fantasy	91265010	18	Best Cinematography	false
1982	82846	La maison du lac	On Golden Pond	Drama			311334977	2	Best Cinematography	false
1982	82971	Les aventuriers de l'arche perdue	Raiders of the Lost Ark	Action	Adventure		647697524	1	Best Cinematography	false
1982	82970	Ragtime	Ragtime	Drama			54851003	37	Best Cinematography	false
1982	82979	Reds	Reds	Biography	Drama	History	105398739	14	Best Directing	true
1982	82158	Les chariots de feu	Les chariots de feu	Biography	Drama	Sport	153919279	9	Best Directing	false
1982	80388	Atlantic City	Atlantic City	Crime	Drama	Romance	33224459	48	Best Directing	false
1982	82846	La maison du lac	La maison du lac	Drama			311334977	2	Best Directing	false
1982	82971	Les aventuriers de l'arche perdue	Les aventuriers de l'arche perdue	Action	Adventure		647697524	1	Best Directing	false
1982	82971	Les aventuriers de l'arche perdue	Raiders of the Lost Ark	Action	Adventure		647697524	1	Best Visual Effects	true
1982	82288	Le dragon du lac de feu	Dragonslayer	Action	Adventure	Fantasy	36827133	56	Best Visual Effects	false
1982	82158	Les chariots de feu	Chariots of Fire	Biography	Drama	Sport	153919279	9	Best Picture	true
1982	80388	Atlantic City	Atlantic City, USA	Crime	Drama	Romance	33224459	48	Best Picture	false
1982	82846	La maison du lac	On Golden Pond	Drama			311334977	2	Best Picture	false
1982	82971	Les aventuriers de l'arche perdue	Raiders of the Lost Ark	Action	Adventure		647697524	1	Best Picture	false
1982	82979	Reds	Reds	Biography	Drama	History	105398739	14	Best Picture	false
1982	82846	La maison du lac	On Golden Pond	Drama			311334977	2	Best Adapted Screenplay	true
1982	82416	La maîtresse du lieutenant français	The French Lieutenant's Woman	Drama	Romance		58986000	35	Best Adapted Screenplay	false
1982	82945	Le prince de New York	Prince of the City	Crime	Drama		21204310	74	Best Adapted Screenplay	false
1982	82970	Ragtime	Ragtime	Drama			54851003	37	Best Adapted Screenplay	false
1982	82894	Tout l'or du ciel	Pennies from Heaven	Drama	Musical	Romance	23957944	71	Best Adapted Screenplay	false
1982	82158	Les chariots de feu	Chariots of Fire	Biography	Drama	Sport	153919279	9	Best Original Screenplay	true
1982	81974	Absence de malice	Absence of Malice	Drama	Romance	Thriller	106271273	13	Best Original Screenplay	false
1982	82031	Arthur	Arthur	Comedy	Romance		249154990	4	Best Original Screenplay	false
1982	80388	Atlantic City	Atlantic City, USA	Crime	Drama	Romance	33224459	48	Best Original Screenplay	false
1982	82979	Reds	Reds	Biography	Drama	History	105398739	14	Best Original Screenplay	false
1981	80009	Tess	Tess	Drama	Romance		55658524	33	Best Cinematography	true
1981	80754	La formule	The Formula	Crime	Thriller		24637180	55	Best Cinematography	false
1981	80453	Le lagon bleu	The Blue Lagoon	Adventure	Drama	Romance	163023103	10	Best Cinematography	false
1981	80549	Nashville Lady	Coal Miner's Daughter	Biography	Drama	Music	186096319	8	Best Cinematography	false
1981	81398	Raging Bull	Raging Bull	Biography	Drama	Sport	64773643	26	Best Cinematography	false
1981	81283	Des gens comme les autres	Des gens comme les autres	Drama			151796000	12	Best Directing	true
1981	80678	Elephant Man	Elephant Man	Biography	Drama		72050093	24	Best Directing	false
1981	81398	Raging Bull	Raging Bull	Biography	Drama	Sport	64773643	26	Best Directing	false
1981	81568	Le diable en boîte	Le diable en boîte	Action	Comedy	Drama	19566964	59	Best Directing	false
1981	80009	Tess	Tess	Drama	Romance		55658524	33	Best Directing	false
1981	81283	Des gens comme les autres	Ordinary People	Drama			151796000	12	Best Picture	true
1981	80678	Elephant Man	The Elephant Man	Biography	Drama		72050093	24	Best Picture	false
1981	80549	Nashville Lady	Coal Miner's Daughter	Biography	Drama	Music	186096319	8	Best Picture	false
1981	81398	Raging Bull	Raging Bull	Biography	Drama	Sport	64773643	26	Best Picture	false
1981	80009	Tess	Tess	Drama	Romance		55658524	33	Best Picture	false
1981	80684	L'empire contre-attaque	Star Wars: Episode V - The Empire Strikes Back	Action	Adventure	Fantasy	804615935	1	Best Visual Effects	true
1981	81283	Des gens comme les autres	Ordinary People	Drama			151796000	12	Best Adapted Screenplay	true
1981	80678	Elephant Man	The Elephant Man	Biography	Drama		72050093	24	Best Adapted Screenplay	false
1981	80310	Héros ou salopards	'Breaker' Morant	Drama	History	War	19785713	58	Best Adapted Screenplay	false
1981	81568	Le diable en boîte	The Stunt Man	Action	Comedy	Drama	19566964	59	Best Adapted Screenplay	false
1981	80549	Nashville Lady	Coal Miner's Daughter	Biography	Drama	Music	186096319	8	Best Adapted Screenplay	false
1981	81150	Melvin and Howard	Melvin and Howard	Comedy	Drama		11937287	70	Best Original Screenplay	true
1981	80474	Brubaker	Brubaker	Crime	Drama		102827131	20	Best Original Screenplay	false
1981	80716	Fame	Fame	Drama	Music	Musical	58	88	Best Original Screenplay	false
1981	81375	La bidasse	Private Benjamin	Comedy	War		193477153	7	Best Original Screenplay	false
1980	78788	Apocalypse Now	Apocalypse Now	Drama	War		255422823	3	Best Cinematography	true
1980	78723	1941	1941	Action	Comedy	War	97172570	20	Best Cinematography	false
1980	79417	Kramer contre Kramer	Kramer vs. Kramer	Drama			325155600	1	Best Cinematography	false
1980	78869	Le trou noir	The Black Hole	Action	Sci-Fi		109676217	19	Best Cinematography	false
1980	78754	Que le spectacle commence	All That Jazz	Comedy	Drama	Music	115740448	19	Best Cinematography	false
1980	79417	Kramer contre Kramer	Kramer contre Kramer	Drama			325155600	1	Best Directing	true
1980	78754	Que le spectacle commence	Que le spectacle commence	Comedy	Drama	Music	115740448	19	Best Directing	false
1980	78788	Apocalypse Now	Apocalypse Now	Drama	War		255422823	3	Best Directing	false
1980	78902	La bande des quatre	La bande des quatre	Comedy	Drama	Romance	50260249	36	Best Directing	false
1980	77288	La cage aux folles	La cage aux folles	Comedy			62498232	19	Best Directing	false
1980	78748	Alien - Le 8ème passager	Alien	Horror	Sci-Fi		241434000	5	Best Visual Effects	true
1980	78723	1941	1941	Action	Comedy	War	97172570	20	Best Visual Effects	false
1980	78869	Le trou noir	The Black Hole	Action	Sci-Fi		109676217	19	Best Visual Effects	false
1980	79574	Moonraker	Moonraker	Action	Adventure	Sci-Fi	215142782	9	Best Visual Effects	false
1980	79945	Star Trek, le film	Star Trek: The Motion Picture	Adventure	Mystery	Sci-Fi	251710875	4	Best Visual Effects	false
1980	78346	Superman	Superman	Action	Adventure	Drama	410707135	2	Best Visual Effects	true
1980	79417	Kramer contre Kramer	Kramer vs. Kramer	Drama			325155600	1	Best Picture	true
1980	78788	Apocalypse Now	Apocalypse Now	Drama	War		255422823	3	Best Picture	false
1980	78902	La bande des quatre	Breaking Away	Comedy	Drama	Romance	50260249	36	Best Picture	false
1980	79638	Norma Rae	Norma Rae	Drama			68017680	28	Best Picture	false
1980	78754	Que le spectacle commence	All That Jazz	Comedy	Drama	Music	115740448	19	Best Picture	false
1980	79417	Kramer contre Kramer	Kramer vs. Kramer	Drama			325155600	1	Best Adapted Screenplay	true
1980	78788	Apocalypse Now	Apocalypse Now	Drama	War		255422823	3	Best Adapted Screenplay	false
1980	77288	La cage aux folles	La cage aux folles	Comedy			62498232	19	Best Adapted Screenplay	false
1980	79638	Norma Rae	Norma Rae	Drama			68017680	28	Best Adapted Screenplay	false
1980	78902	La bande des quatre	Breaking Away	Comedy	Drama	Romance	50260249	36	Best Original Screenplay	true
1980	78718	Justice pour tous	...and justice for all.	Crime	Drama	Thriller	101898000	19	Best Original Screenplay	false
1980	78966	Le syndrome chinois	The China Syndrome	Drama	Thriller		158258203	11	Best Original Screenplay	false
1980	79522	Manhattan	Manhattan	Comedy	Drama	Romance	139842000	12	Best Original Screenplay	false
1980	78754	Que le spectacle commence	All That Jazz	Comedy	Drama	Music	115740448	19	Best Original Screenplay	false
1979	77405	Les moissons du ciel	Days of Heaven	Drama	Romance		11960219	46	Best Cinematography	true
1979	77663	Le ciel peut attendre	Heaven Can Wait	Comedy	Fantasy	Romance	283291764	5	Best Cinematography	false
1979	78199	Même heure, l'année prochaine	Same Time, Next Year	Comedy	Drama	Romance	68369694	23	Best Cinematography	false
1979	78504	The Wiz	The Wiz	Adventure	Family	Fantasy	73040213	17	Best Cinematography	false
1979	77416	Voyage au bout de l'enfer	The Deer Hunter	Drama	War		169958268	7	Best Cinematography	false
1979	77416	Voyage au bout de l'enfer	Voyage au bout de l'enfer	Drama	War		169958268	7	Best Directing	true
1979	77928	Midnight Express	Midnight Express	Biography	Crime	Drama	121450000	12	Best Directing	false
1979	77362	Le retour	Le retour	Drama	Romance	War	113309050	13	Best Directing	false
1979	77663	Le ciel peut attendre	Le ciel peut attendre	Comedy	Fantasy	Romance	283291764	5	Best Directing	false
1979	77742	Intérieurs	Intérieurs	Drama			36200657	33	Best Directing	false
1979	77416	Voyage au bout de l'enfer	The Deer Hunter	Drama	War		169958268	7	Best Picture	true
1979	78444	La femme libre	An Unmarried Woman	Comedy	Drama	Romance	83280000	16	Best Picture	false
1979	77663	Le ciel peut attendre	Heaven Can Wait	Comedy	Fantasy	Romance	283291764	5	Best Picture	false
1979	77362	Le retour	Coming Home	Drama	Romance	War	113309050	13	Best Picture	false
1979	77928	Midnight Express	Midnight Express	Biography	Crime	Drama	121450000	12	Best Picture	false
1979	77928	Midnight Express	Midnight Express	Biography	Crime	Drama	121450000	12	Best Adapted Screenplay	true
1979	77289	California Hôtel	California Suite	Comedy	Drama	Romance	100630000	13	Best Adapted Screenplay	false
1979	77663	Le ciel peut attendre	Heaven Can Wait	Comedy	Fantasy	Romance	283291764	5	Best Adapted Screenplay	false
1979	78199	Même heure, l'année prochaine	Same Time, Next Year	Comedy	Drama	Romance	68369694	23	Best Adapted Screenplay	false
1979	77362	Le retour	Coming Home	Drama	Romance	War	113309050	13	Best Original Screenplay	true
1979	77742	Intérieurs	Interiors	Drama			36200657	33	Best Original Screenplay	false
1979	78444	La femme libre	An Unmarried Woman	Comedy	Drama	Romance	83280000	16	Best Original Screenplay	false
1979	77711	Sonate d'automne	Höstsonaten	Drama	Music		3463243	49	Best Original Screenplay	false
1979	77416	Voyage au bout de l'enfer	The Deer Hunter	Drama	War		169958268	7	Best Original Screenplay	false
1978	75860	Rencontres du troisième type	Close Encounters of the Third Kind	Drama	Sci-Fi		511183017	2	Best Cinematography	true
1978	76245	Julia	Julia	Drama			80164728	21	Best Cinematography	false
1978	76211	L'île des adieux	Islands in the Stream	Drama			30960000	32	Best Cinematography	false
1978	76843	Le tournant de la vie	The Turning Point	Drama	Romance		130032000	14	Best Cinematography	false
1978	76327	À la recherche de Mr. Goodbar	Looking for Mr. Goodbar	Drama	Romance		65403000	25	Best Cinematography	false
1978	75686	Annie Hall	Annie Hall	Comedy	Romance		151704000	11	Best Directing	true
1978	76245	Julia	Julia	Drama			80164728	21	Best Directing	false
1978	76759	La guerre des étoiles	La guerre des étoiles	Action	Adventure	Fantasy	1249004341	1	Best Directing	false
1978	76843	Le tournant de la vie	Le tournant de la vie	Drama	Romance		130032000	14	Best Directing	false
1978	75860	Rencontres du troisième type	Rencontres du troisième type	Drama	Sci-Fi		511183017	2	Best Directing	false
1978	76759	La guerre des étoiles	Star Wars	Action	Adventure	Fantasy	1249004341	1	Best Visual Effects	true
1978	75860	Rencontres du troisième type	Close Encounters of the Third Kind	Drama	Sci-Fi		511183017	2	Best Visual Effects	false
1978	75686	Annie Hall	Annie Hall	Comedy	Romance		151704000	11	Best Picture	true
1978	76095	Adieu, je reste	The Goodbye Girl	Comedy	Drama	Romance	394740000	4	Best Picture	false
1978	76245	Julia	Julia	Drama			80164728	21	Best Picture	false
1978	76759	La guerre des étoiles	Star Wars	Action	Adventure	Fantasy	1249004341	1	Best Picture	false
1978	76843	Le tournant de la vie	The Turning Point	Drama	Romance		130032000	14	Best Picture	false
1978	76245	Julia	Julia	Drama			80164728	21	Best Adapted Screenplay	true
1978	75824	Cet obscur objet du désir	Cet obscur objet du désir	Comedy	Drama		213860	41	Best Adapted Screenplay	false
1978	76489	Oh, God!	Oh, God!	Comedy	Fantasy		161329630	9	Best Adapted Screenplay	false
1978	75686	Annie Hall	Annie Hall	Comedy	Romance		151704000	11	Best Original Screenplay	true
1978	76095	Adieu, je reste	The Goodbye Girl	Comedy	Drama	Romance	394740000	4	Best Original Screenplay	false
1978	76759	La guerre des étoiles	Star Wars	Action	Adventure	Fantasy	1249004341	1	Best Original Screenplay	false
1978	76843	Le tournant de la vie	The Turning Point	Drama	Romance		130032000	14	Best Original Screenplay	false
1977	74751	King Kong	King Kong	Adventure	Horror		218876091	4	Best Cinematography	false
1977	74812	L'âge de cristal	Logan's Run	Action	Sci-Fi		104000000	13	Best Cinematography	false
1977	75265	Une étoile est née	A Star Is Born	Drama	Music	Romance	332800000	2	Best Cinematography	false
1977	75148	Rocky	Rocky	Drama	Sport		487698627	1	Best Directing	true
1977	74119	Les hommes du président	Les hommes du président	Biography	Drama	History	293696000	3	Best Directing	false
1977	75040	Pasqualino	Pasqualino	Comedy	Drama	War	49761	40	Best Directing	false
1977	75148	Rocky	Rocky	Drama	Sport		487698627	1	Best Picture	true
1977	74119	Les hommes du président	All the President's Men	Biography	Drama	History	293696000	3	Best Picture	false
1977	75314	Taxi Driver	Taxi Driver	Crime	Drama		117572307	11	Best Picture	false
