year	imdbId	title	originalTitle	genre1	genre2	genre3	boxOffice	rank	category	winner
2006	402399	Le nouveau monde	The New World	Biography	Drama	History	15890116	138	Best Cinematography	false
2006	388795	Le secret de Brokeback Mountain	Brokeback Mountain	Drama	Romance		103804701	22	Best Cinematography	false
2006	360717	King Kong	King Kong	Action	Adventure	Drama	272600031	5	Best Visual Effects	true
2006	407304	La guerre des mondes	War of the Worlds	Adventure	Sci-Fi	Thriller	292850442	4	Best Visual Effects	false
2006	363771	Le monde de Narnia: chapitre 1 - Le lion, la sorcière blanche et l'armoire magique	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	Adventure	Family	Fantasy	364637306	2	Best Visual Effects	false
2005	405159	Million Dollar Baby	Million Dollar Baby	Drama	Sport		129634941	23	Best Picture	true
2005	338751	Aviator	The Aviator	Biography	Drama	History	132365386	21	Best Picture	false
2005	308644	Neverland	Finding Neverland	Biography	Drama	Family	66667990	60	Best Picture	false
2005	350258	Ray	Ray	Biography	Drama	Music	97177764	36	Best Picture	false
2005	375063	Sideways	Sideways	Comedy	Drama	Romance	92239634	39	Best Picture	false
2005	405159	Million Dollar Baby	Million Dollar Baby	Drama	Sport		129634941	23	Best Directing	true
2005	375063	Sideways	Sideways	Comedy	Drama	Romance	92239634	39	Best Directing	false
2005	338751	Aviator	Aviator	Biography	Drama	History	132365386	21	Best Directing	false
2005	383694	Vera Drake	Vera Drake	Crime	Drama		4842409	176	Best Directing	false
2005	350258	Ray	Ray	Biography	Drama	Music	97177764	36	Best Directing	false
2005	338013	Eternal Sunshine of the Spotless Mind	Eternal Sunshine of the Spotless Mind	Drama	Romance	Sci-Fi	44376388	79	Best Original Screenplay	true
2005	338751	Aviator	The Aviator	Biography	Drama	History	132365386	21	Best Original Screenplay	false
2005	395169	Hôtel Rwanda	Hotel Rwanda	Biography	Drama	History	30354850	96	Best Original Screenplay	false
2005	317705	Les indestructibles	The Incredibles	Animation	Action	Adventure	337259008	5	Best Original Screenplay	false
2005	383694	Vera Drake	Vera Drake	Crime	Drama		4842409	176	Best Original Screenplay	false
2005	375063	Sideways	Sideways	Comedy	Drama	Romance	92239634	39	Best Adapted Screenplay	true
2005	381681	Before Sunset	Before Sunset	Drama	Romance		7472740	159	Best Adapted Screenplay	false
2005	318462	Carnets de voyage	Diarios de motocicleta	Adventure	Biography	Drama	21615719	115	Best Adapted Screenplay	false
2005	405159	Million Dollar Baby	Million Dollar Baby	Drama	Sport		129634941	23	Best Adapted Screenplay	false
2005	308644	Neverland	Finding Neverland	Biography	Drama	Family	66667990	60	Best Adapted Screenplay	false
2005	338751	Aviator	The Aviator	Biography	Drama	History	132365386	21	Best Cinematography	true
2005	335345	La passion du Christ	The Passion of the Christ	Drama			478309979	3	Best Cinematography	false
2005	293508	Le fantôme de l'opéra	The Phantom of the Opera	Drama	Musical	Romance	66136771	62	Best Cinematography	false
2005	385004	Le secret des poignards volants	Shi mian mai fu	Action	Adventure	Drama	14254621	137	Best Cinematography	false
2005	344510	Un long dimanche de fiançailles	Un long dimanche de fiançailles	Drama	Mystery	Romance	7956483	157	Best Cinematography	false
2005	316654	Spider-Man 2	Spider-Man 2	Action	Adventure	Sci-Fi	481925714	2	Best Visual Effects	true
2005	304141	Harry Potter et le prisonnier d'Azkaban	Harry Potter and the Prisoner of Azkaban	Adventure	Family	Fantasy	321672757	6	Best Visual Effects	false
2005	343818	I, Robot	I, Robot	Action	Crime	Drama	186793319	12	Best Visual Effects	false
2004	167260	Le seigneur des anneaux: Le retour du roi	The Lord of the Rings: The Return of the King	Action	Adventure	Drama	502535053	2	Best Picture	true
2004	335266	Lost in Translation	Lost in Translation	Drama			59298652	65	Best Picture	false
2004	311113	Master and commander: De l'autre côté du monde	Master and Commander: The Far Side of the World	Action	Adventure	Drama	124924133	31	Best Picture	false
2004	327056	Mystic River	Mystic River	Crime	Drama	Mystery	119879804	33	Best Picture	false
2004	329575	Pur sang: la légende de Seabiscuit	Seabiscuit	Drama	History	Sport	159969545	17	Best Picture	false
2004	335266	Lost in Translation	Lost in Translation	Drama			59298652	65	Best Original Screenplay	true
2004	301199	Dirty Pretty Things - Loin de chez eux	Dirty Pretty Things	Crime	Drama	Thriller	10788108	148	Best Original Screenplay	false
2004	298845	In America	In America	Drama			20667223	122	Best Original Screenplay	false
2004	266543	Le monde de Nemo	Finding Nemo	Animation	Adventure	Comedy	506521537	1	Best Original Screenplay	false
2004	338135	Les invasions barbares	Les invasions barbares	Comedy	Crime	Drama	4565014	153	Best Original Screenplay	false
2004	167260	Le seigneur des anneaux: Le retour du roi	The Lord of the Rings: The Return of the King	Action	Adventure	Drama	502535053	2	Best Adapted Screenplay	true
2004	305206	American Splendor	American Splendor	Biography	Comedy	Drama	7984770	140	Best Adapted Screenplay	false
2004	317248	La Cité de Dieu	Cidade de Deus	Crime	Drama		10059318	149	Best Adapted Screenplay	false
2004	327056	Mystic River	Mystic River	Crime	Drama	Mystery	119879804	33	Best Adapted Screenplay	false
2004	329575	Pur sang: la légende de Seabiscuit	Seabiscuit	Drama	History	Sport	159969545	17	Best Adapted Screenplay	false
2004	311113	Master and commander: De l'autre côté du monde	Master and Commander: The Far Side of the World	Action	Adventure	Drama	124924133	31	Best Cinematography	true
2004	317248	La Cité de Dieu	Cidade de Deus	Crime	Drama		10059318	149	Best Cinematography	false
2004	335119	La jeune fille à la perle	Girl with a Pearl Earring	Biography	Drama	Romance	15473701	126	Best Cinematography	false
2004	329575	Pur sang: la légende de Seabiscuit	Seabiscuit	Drama	History	Sport	159969545	17	Best Cinematography	false
2004	159365	Retour à Cold Mountain	Cold Mountain	Adventure	Drama	History	127196556	30	Best Cinematography	false
2004	167260	Le seigneur des anneaux: Le retour du roi	The Lord of the Rings: The Return of the King	Action	Adventure	Drama	502535053	2	Best Visual Effects	true
2004	311113	Master and commander: De l'autre côté du monde	Master and Commander: The Far Side of the World	Action	Adventure	Drama	124924133	31	Best Visual Effects	false
2004	325980	Pirates des Caraïbes - La malédiction du Black Pearl	Pirates of the Caribbean: The Curse of the Black Pearl	Action	Adventure	Fantasy	406200510	3	Best Visual Effects	false
2004	167260	Le seigneur des anneaux: Le retour du roi	Le seigneur des anneaux: Le retour du roi	Action	Adventure	Drama	502535053	2	Best Directing	true
2004	327056	Mystic River	Mystic River	Crime	Drama	Mystery	119879804	33	Best Directing	false
2004	317248	La Cité de Dieu	La Cité de Dieu	Crime	Drama		10059318	149	Best Directing	false
2004	311113	Master and commander: De l'autre côté du monde	Master and commander: De l'autre côté du monde	Action	Adventure	Drama	124924133	31	Best Directing	false
2004	335266	Lost in Translation	Lost in Translation	Drama			59298652	65	Best Directing	false
2003	299658	Chicago	Chicago	Comedy	Crime	Musical	233841899	10	Best Picture	true
2003	217505	Gangs of New York	Gangs of New York	Crime	Drama		106602440	34	Best Picture	false
2003	253474	Le pianiste	The Pianist	Biography	Drama	Music	44624430	80	Best Picture	false
2003	167261	Le seigneur des anneaux: Les deux tours	The Lord of the Rings: The Two Towers	Adventure	Drama	Fantasy	469295370	2	Best Picture	false
2003	274558	The Hours	The Hours	Drama	Romance		57096111	57	Best Picture	false
2003	253474	Le pianiste	Le pianiste	Biography	Drama	Music	44624430	80	Best Directing	true
2003	217505	Gangs of New York	Gangs of New York	Crime	Drama		106602440	34	Best Directing	false
2003	287467	Parle avec elle	Parle avec elle	Drama	Mystery	Romance	12719443	143	Best Directing	false
2003	299658	Chicago	Chicago	Comedy	Crime	Musical	233841899	10	Best Directing	false
2003	274558	The Hours	The Hours	Drama	Romance		57096111	57	Best Directing	false
2003	287467	Parle avec elle	Hable con ella	Drama	Mystery	Romance	12719443	143	Best Original Screenplay	true
2003	245574	Et... ta mère aussi!	Y tu mamá también	Adventure	Comedy	Drama	18662596	115	Best Original Screenplay	false
2003	217505	Gangs of New York	Gangs of New York	Crime	Drama		106602440	34	Best Original Screenplay	false
2003	297884	Loin du paradis	Far from Heaven	Drama			21721333	121	Best Original Screenplay	false
2003	259446	Mariage à la grecque	My Big Fat Greek Wedding	Comedy	Drama	Romance	330770344	5	Best Original Screenplay	false
2003	253474	Le pianiste	The Pianist	Biography	Drama	Music	44624430	80	Best Adapted Screenplay	true
2003	268126	Adaptation.	Adaptation.	Comedy	Drama		30476829	103	Best Adapted Screenplay	false
2003	299658	Chicago	Chicago	Comedy	Crime	Musical	233841899	10	Best Adapted Screenplay	false
2003	276751	Pour un garçon	About a Boy	Comedy	Drama	Romance	56697830	59	Best Adapted Screenplay	false
2003	274558	The Hours	The Hours	Drama	Romance		57096111	57	Best Adapted Screenplay	false
2003	257044	Les sentiers de la perdition	Road to Perdition	Crime	Drama	Thriller	143103023	24	Best Cinematography	true
2003	299658	Chicago	Chicago	Comedy	Crime	Musical	233841899	10	Best Cinematography	false
2003	217505	Gangs of New York	Gangs of New York	Crime	Drama		106602440	34	Best Cinematography	false
2003	253474	Le pianiste	The Pianist	Biography	Drama	Music	44624430	80	Best Cinematography	false
2003	297884	Loin du paradis	Far from Heaven	Drama			21721333	121	Best Cinematography	false
2003	167261	Le seigneur des anneaux: Les deux tours	The Lord of the Rings: The Two Towers	Adventure	Drama	Fantasy	469295370	2	Best Visual Effects	true
2003	145487	Spider-Man	Spider-Man	Action	Adventure	Sci-Fi	553077733	1	Best Visual Effects	false
2003	121765	Star Wars: Épisode II - L'attaque des clones	Star Wars: Episode II - Attack of the Clones	Action	Adventure	Fantasy	425625548	3	Best Visual Effects	false
2002	268978	Un homme d'exception	A Beautiful Mind	Biography	Drama		239039277	11	Best Picture	true
2002	280707	Gosford Park	Gosford Park	Comedy	Drama	Mystery	57832061	58	Best Picture	false
2002	247425	In the Bedroom	In the Bedroom	Crime	Drama		50302845	67	Best Picture	false
2002	120737	Le seigneur des anneaux: La communauté de l'anneau	The Lord of the Rings: The Fellowship of the Ring	Adventure	Drama	Fantasy	441762650	2	Best Picture	false
2002	203009	Moulin Rouge	Moulin Rouge!	Drama	Musical	Romance	80341249	42	Best Picture	false
2002	268978	Un homme d'exception	Un homme d'exception	Biography	Drama		239039277	11	Best Directing	true
2002	166924	Mulholland Drive	Mulholland Drive	Drama	Mystery	Thriller	10108340	136	Best Directing	false
2002	120737	Le seigneur des anneaux: La communauté de l'anneau	Le seigneur des anneaux: La communauté de l'anneau	Adventure	Drama	Fantasy	441762650	2	Best Directing	false
2002	265086	La chute du faucon noir	La chute du faucon noir	Drama	History	War	152094243	18	Best Directing	false
2002	280707	Gosford Park	Gosford Park	Comedy	Drama	Mystery	57832061	58	Best Directing	false
2002	280707	Gosford Park	Gosford Park	Comedy	Drama	Mystery	57832061	58	Best Original Screenplay	true
2002	265666	La famille Tenenbaum	The Royal Tenenbaums	Comedy	Drama		73309614	47	Best Original Screenplay	false
2002	211915	Le fabuleux destin d'Amélie Poulain	Le fabuleux destin d'Amélie Poulain	Comedy	Romance		46515698	70	Best Original Screenplay	false
2002	209144	Memento	Memento	Mystery	Thriller		35762813	86	Best Original Screenplay	false
2002	285742	À l'ombre de la haine	Monster's Ball	Drama	Romance		43754149	75	Best Original Screenplay	false
2002	268978	Un homme d'exception	A Beautiful Mind	Biography	Drama		239039277	11	Best Adapted Screenplay	true
2002	162346	Ghost World	Ghost World	Comedy	Drama		8704988	141	Best Adapted Screenplay	false
2002	247425	In the Bedroom	In the Bedroom	Crime	Drama		50302845	67	Best Adapted Screenplay	false
2002	120737	Le seigneur des anneaux: La communauté de l'anneau	The Lord of the Rings: The Fellowship of the Ring	Adventure	Drama	Fantasy	441762650	2	Best Adapted Screenplay	false
2002	126029	Shrek	Shrek	Animation	Adventure	Comedy	374731015	4	Best Adapted Screenplay	false
2002	120737	Le seigneur des anneaux: La communauté de l'anneau	The Lord of the Rings: The Fellowship of the Ring	Adventure	Drama	Fantasy	441762650	2	Best Cinematography	true
2002	265086	La chute du faucon noir	Black Hawk Down	Drama	History	War	152094243	18	Best Cinematography	false
2002	211915	Le fabuleux destin d'Amélie Poulain	Le fabuleux destin d'Amélie Poulain	Comedy	Romance		46515698	70	Best Cinematography	false
2002	203009	Moulin Rouge	Moulin Rouge!	Drama	Musical	Romance	80341249	42	Best Cinematography	false
2002	243133	The barber: l'homme qui n'était pas là	The Man Who Wasn't There	Crime	Drama		10492788	133	Best Cinematography	false
2002	120737	Le seigneur des anneaux: La communauté de l'anneau	The Lord of the Rings: The Fellowship of the Ring	Adventure	Drama	Fantasy	441762650	2	Best Visual Effects	true
2002	212720	A.I. intelligence artificielle	Artificial Intelligence: AI	Adventure	Drama	Sci-Fi	110063364	28	Best Visual Effects	false
2002	213149	Pearl Harbor	Pearl Harbor	Action	Drama	History	277959575	7	Best Visual Effects	false
2001	190332	Tigre et dragon	Wo hu cang long	Action	Adventure	Fantasy	181871998	12	Best Cinematography	true
2001	172495	Gladiator	Gladiator	Action	Adventure	Drama	266541706	4	Best Cinematography	false
2001	213847	Malèna	Malèna	Comedy	Drama	Romance	4869243	153	Best Cinematography	false
2001	190590	O' Brother	O Brother, Where Art Thou?	Adventure	Comedy	Crime	64627874	54	Best Cinematography	false
2001	187393	The patriot: Le chemin de la liberté	The Patriot	Action	Drama	History	160929085	19	Best Cinematography	false
2001	181865	Traffic	Traffic	Crime	Drama	Thriller	176244329	15	Best Directing	true
2001	190332	Tigre et dragon	Tigre et dragon	Action	Adventure	Fantasy	181871998	12	Best Directing	false
2001	172495	Gladiator	Gladiator	Action	Adventure	Drama	266541706	4	Best Directing	false
2001	249462	Billy Elliot	Billy Elliot	Drama	Music	Romance	31233273	90	Best Directing	false
2001	195685	Erin Brockovich, seule contre tous	Erin Brockovich, seule contre tous	Biography	Drama		178345191	13	Best Directing	false
2001	172495	Gladiator	Gladiator	Action	Adventure	Drama	266541706	4	Best Visual Effects	true
2001	177971	En pleine tempête	The Perfect Storm	Action	Adventure	Drama	259318176	6	Best Visual Effects	false
2001	164052	Hollow man - L'homme sans ombre	Hollow Man	Action	Horror	Sci-Fi	103957262	31	Best Visual Effects	false
2001	172495	Gladiator	Gladiator	Action	Adventure	Drama	266541706	4	Best Picture	true
2001	195685	Erin Brockovich, seule contre tous	Erin Brockovich	Biography	Drama		178345191	13	Best Picture	false
2001	241303	Le chocolat	Chocolat	Drama	Romance		101543295	32	Best Picture	false
2001	190332	Tigre et dragon	Wo hu cang long	Action	Adventure	Fantasy	181871998	12	Best Picture	false
2001	181865	Traffic	Traffic	Crime	Drama	Thriller	176244329	15	Best Picture	false
2001	181865	Traffic	Traffic	Crime	Drama	Thriller	176244329	15	Best Adapted Screenplay	true
2001	241303	Le chocolat	Chocolat	Drama	Romance		101543295	32	Best Adapted Screenplay	false
2001	190590	O' Brother	O Brother, Where Art Thou?	Adventure	Comedy	Crime	64627874	54	Best Adapted Screenplay	false
2001	190332	Tigre et dragon	Wo hu cang long	Action	Adventure	Fantasy	181871998	12	Best Adapted Screenplay	false
2001	185014	Wonder Boys	Wonder Boys	Comedy	Drama		27533024	95	Best Adapted Screenplay	false
2001	181875	Presque célèbre	Almost Famous	Adventure	Comedy	Drama	46199487	76	Best Original Screenplay	true
2001	249462	Billy Elliot	Billy Elliot	Drama	Music	Romance	31233273	90	Best Original Screenplay	false
2001	195685	Erin Brockovich, seule contre tous	Erin Brockovich	Biography	Drama		178345191	13	Best Original Screenplay	false
2001	172495	Gladiator	Gladiator	Action	Adventure	Drama	266541706	4	Best Original Screenplay	false
2001	203230	Tu peux compter sur moi	You Can Count on Me	Drama			13035990	126	Best Original Screenplay	false
2000	169547	American Beauty	American Beauty	Drama			189941037	13	Best Cinematography	true
2000	172396	La fin d'une liaison	The End of the Affair	Drama	Romance		15563814	122	Best Cinematography	false
2000	120834	La neige tombait sur les cèdres	Snow Falling on Cedars	Drama	Mystery	Romance	20992395	103	Best Cinematography	false
2000	140352	Révélations	The Insider	Biography	Drama	Thriller	42289187	70	Best Cinematography	false
2000	162661	Sleepy Hollow, La légende du cavalier sans tête	Sleepy Hollow	Fantasy	Horror	Mystery	147564392	21	Best Cinematography	false
2000	169547	American Beauty	American Beauty	Drama			189941037	13	Best Directing	true
2000	124315	L'oeuvre de Dieu, la part du diable	L'oeuvre de Dieu, la part du diable	Drama	Romance		84015834	41	Best Directing	false
2000	167404	Sixième sens	Sixième sens	Drama	Mystery	Thriller	428519186	2	Best Directing	false
2000	140352	Révélations	Révélations	Biography	Drama	Thriller	42289187	70	Best Directing	false
2000	120601	Dans la peau de John Malkovich	Dans la peau de John Malkovich	Comedy	Drama	Fantasy	33374031	80	Best Directing	false
2000	133093	Matrix	The Matrix	Action	Sci-Fi		250360697	5	Best Visual Effects	true
2000	120915	Star Wars: Épisode I - La menace fantôme	Star Wars: Episode I - The Phantom Menace	Action	Adventure	Fantasy	692835228	1	Best Visual Effects	false
2000	164912	Stuart Little	Stuart Little	Adventure	Comedy	Family	204451635	11	Best Visual Effects	false
2000	169547	American Beauty	American Beauty	Drama			189941037	13	Best Picture	true
2000	124315	L'oeuvre de Dieu, la part du diable	The Cider House Rules	Drama	Romance		84015834	41	Best Picture	false
2000	120689	La ligne verte	The Green Mile	Crime	Drama	Fantasy	199730006	12	Best Picture	false
2000	140352	Révélations	The Insider	Biography	Drama	Thriller	42289187	70	Best Picture	false
2000	167404	Sixième sens	The Sixth Sense	Drama	Mystery	Thriller	428519186	2	Best Picture	false
2000	124315	L'oeuvre de Dieu, la part du diable	The Cider House Rules	Drama	Romance		84015834	41	Best Adapted Screenplay	true
2000	126886	L'arriviste	Election	Comedy	Drama	Romance	21724151	101	Best Adapted Screenplay	false
2000	120689	La ligne verte	The Green Mile	Crime	Drama	Fantasy	199730006	12	Best Adapted Screenplay	false
2000	134119	Le talentueux Mr. Ripley	The Talented Mr. Ripley	Crime	Drama	Thriller	118695466	26	Best Adapted Screenplay	false
2000	140352	Révélations	The Insider	Biography	Drama	Thriller	42289187	70	Best Adapted Screenplay	false
2000	169547	American Beauty	American Beauty	Drama			189941037	13	Best Original Screenplay	true
2000	120601	Dans la peau de John Malkovich	Being John Malkovich	Comedy	Drama	Fantasy	33374031	80	Best Original Screenplay	false
2000	175880	Magnolia	Magnolia	Drama			32785724	81	Best Original Screenplay	false
2000	167404	Sixième sens	The Sixth Sense	Drama	Mystery	Thriller	428519186	2	Best Original Screenplay	false
2000	151568	Topsy-Turvy	Topsy-Turvy	Biography	Comedy	Drama	9054565	142	Best Original Screenplay	false
1999	120815	Il faut sauver le soldat Ryan	Saving Private Ryan	Drama	War		326976772	1	Best Cinematography	true
1999	127536	Elizabeth	Elizabeth	Biography	Drama	History	45424875	62	Best Cinematography	false
1999	120863	La ligne rouge	The Thin Red Line	Drama	War		54964741	57	Best Cinematography	false
1999	120633	Préjudice	A Civil Action	Drama			85621380	37	Best Cinematography	false
1999	138097	Shakespeare in Love	Shakespeare in Love	Comedy	Drama	History	151479868	18	Best Cinematography	false
1999	120815	Il faut sauver le soldat Ryan	Il faut sauver le soldat Ryan	Drama	War		326976772	1	Best Directing	true
1999	138097	Shakespeare in Love	Shakespeare in Love	Comedy	Drama	History	151479868	18	Best Directing	false
1999	120382	The Truman Show	The Truman Show	Comedy	Drama	Sci-Fi	189683483	12	Best Directing	false
1999	118799	La vie est belle	La vie est belle	Comedy	Drama	Romance	86973352	31	Best Directing	false
1999	120863	La ligne rouge	La ligne rouge	Drama	War		54964741	57	Best Directing	false
1999	120889	Au-delà de nos rêves	What Dreams May Come	Drama	Fantasy	Romance	83782414	39	Best Visual Effects	true
1999	120591	Armageddon	Armageddon	Action	Adventure	Sci-Fi	304375820	2	Best Visual Effects	false
1999	120751	Mon ami Joe	Mighty Joe Young	Action	Adventure	Family	76454375	43	Best Visual Effects	false
1999	138097	Shakespeare in Love	Shakespeare in Love	Comedy	Drama	History	151479868	18	Best Picture	true
1999	127536	Elizabeth	Elizabeth	Biography	Drama	History	45424875	62	Best Picture	false
1999	120815	Il faut sauver le soldat Ryan	Saving Private Ryan	Drama	War		326976772	1	Best Picture	false
1999	120863	La ligne rouge	The Thin Red Line	Drama	War		54964741	57	Best Picture	false
1999	118799	La vie est belle	La vita è bella	Comedy	Drama	Romance	86973352	31	Best Picture	false
1999	120684	Ni dieux ni démons	Gods and Monsters	Biography	Drama		9648948	137	Best Adapted Screenplay	true
1999	120780	Hors d'atteinte	Out of Sight	Crime	Drama	Romance	56719477	55	Best Adapted Screenplay	false
1999	120863	La ligne rouge	The Thin Red Line	Drama	War		54964741	57	Best Adapted Screenplay	false
1999	119942	Primary Colors	Primary Colors	Comedy	Drama		58838746	52	Best Adapted Screenplay	false
1999	120324	Un plan simple	A Simple Plan	Crime	Drama	Thriller	24630762	94	Best Adapted Screenplay	false
1999	138097	Shakespeare in Love	Shakespeare in Love	Comedy	Drama	History	151479868	18	Best Original Screenplay	true
1999	118798	Bulworth	Bulworth	Comedy	Drama	Romance	40054009	68	Best Original Screenplay	false
1999	120815	Il faut sauver le soldat Ryan	Saving Private Ryan	Drama	War		326976772	1	Best Original Screenplay	false
1999	118799	La vie est belle	La vita è bella	Comedy	Drama	Romance	86973352	31	Best Original Screenplay	false
1999	120382	The Truman Show	The Truman Show	Comedy	Drama	Sci-Fi	189683483	12	Best Original Screenplay	false
1998	120338	Titanic	Titanic	Drama	Romance		1021954337	1	Best Cinematography	true
1998	118607	Amistad	Amistad	Drama	History		68471860	48	Best Cinematography	false
1998	119485	Kundun	Kundun	Biography	Drama	History	8575066	141	Best Cinematography	false
1998	119488	L.A. Confidential	L.A. Confidential	Crime	Drama	Mystery	100156257	22	Best Cinematography	false
1998	120520	Les ailes de la colombe	The Wings of the Dove	Drama	Romance		21263496	102	Best Cinematography	false
1998	120338	Titanic	Titanic	Drama	Romance		1021954337	1	Best Directing	true
1998	120255	De beaux lendemains	De beaux lendemains	Drama			5041610	157	Best Directing	false
1998	119488	L.A. Confidential	L.A. Confidential	Crime	Drama	Mystery	100156257	22	Best Directing	false
1998	119217	Will Hunting	Will Hunting	Drama	Romance		214571824	7	Best Directing	false
1998	119164	The Full Monty: Le grand jeu	The Full Monty: Le grand jeu	Comedy	Drama		71222689	43	Best Directing	false
1998	120338	Titanic	Titanic	Drama	Romance		1021954337	1	Best Visual Effects	true
1998	119567	Le monde perdu: Jurassic Park	The Lost World: Jurassic Park	Action	Adventure	Sci-Fi	355084352	3	Best Visual Effects	false
1998	120201	Starship Troopers	Starship Troopers	Action	Adventure	Sci-Fi	84962284	34	Best Visual Effects	false
1998	120338	Titanic	Titanic	Drama	Romance		1021954337	1	Best Picture	true
1998	119488	L.A. Confidential	L.A. Confidential	Crime	Drama	Mystery	100156257	22	Best Picture	false
1998	119822	Pour le pire et pour le meilleur	As Good as It Gets	Comedy	Drama	Romance	230140917	6	Best Picture	false
1998	119164	The Full Monty: Le grand jeu	The Full Monty	Comedy	Drama		71222689	43	Best Picture	false
1998	119217	Will Hunting	Good Will Hunting	Drama	Romance		214571824	7	Best Picture	false
1998	119488	L.A. Confidential	L.A. Confidential	Crime	Drama	Mystery	100156257	22	Best Adapted Screenplay	true
1998	120255	De beaux lendemains	The Sweet Hereafter	Drama			5041610	157	Best Adapted Screenplay	false
1998	120885	Des hommes d'influence	Wag the Dog	Comedy	Drama		66684912	50	Best Adapted Screenplay	false
1998	119008	Donnie Brasco	Donnie Brasco	Biography	Crime	Drama	64960131	52	Best Adapted Screenplay	false
1998	120520	Les ailes de la colombe	The Wings of the Dove	Drama	Romance		21263496	102	Best Adapted Screenplay	false
1998	119217	Will Hunting	Good Will Hunting	Drama	Romance		214571824	7	Best Original Screenplay	true
1998	118749	Boogie Nights	Boogie Nights	Drama			40920992	77	Best Original Screenplay	false
1998	118954	Harry dans tous ses états	Deconstructing Harry	Comedy			16382060	113	Best Original Screenplay	false
1998	119822	Pour le pire et pour le meilleur	As Good as It Gets	Comedy	Drama	Romance	230140917	6	Best Original Screenplay	false
1998	119164	The Full Monty: Le grand jeu	The Full Monty	Comedy	Drama		71222689	43	Best Original Screenplay	false
1997	116209	Le patient anglais	The English Patient	Drama	Romance	War	123482745	19	Best Cinematography	true
1997	116250	Evita	Evita	Biography	Drama	History	78574071	31	Best Cinematography	false
1997	116282	Fargo	Fargo	Crime	Drama	Thriller	38640800	66	Best Cinematography	false
1997	116329	L'envolée sauvage	Fly Away Home	Adventure	Drama	Family	38474548	67	Best Cinematography	false
1997	117039	Michael Collins	Michael Collins	Biography	Drama	Thriller	17415317	121	Best Cinematography	false
1997	116209	Le patient anglais	Le patient anglais	Drama	Romance	War	123482745	19	Best Directing	true
1997	116282	Fargo	Fargo	Crime	Drama	Thriller	38640800	66	Best Directing	false
1997	117589	Secrets et mensonges	Secrets et mensonges	Drama			21065148	108	Best Directing	false
1997	117318	Larry Flynt	Larry Flynt	Biography	Drama		31700359	80	Best Directing	false
1997	117631	Shine	Shine	Biography	Drama	Music	56224069	42	Best Directing	false
1997	116629	Independence Day	Independence Day	Action	Adventure	Sci-Fi	480685730	1	Best Visual Effects	true
1997	116136	Coeur de dragon	DragonHeart	Action	Adventure	Fantasy	80646778	29	Best Visual Effects	false
1997	117998	Twister	Twister	Action	Adventure	Drama	379502792	2	Best Visual Effects	false
1997	116209	Le patient anglais	The English Patient	Drama	Romance	War	123482745	19	Best Picture	true
1997	116282	Fargo	Fargo	Crime	Drama	Thriller	38640800	66	Best Picture	false
1997	116695	Jerry Maguire	Jerry Maguire	Comedy	Drama	Romance	241705569	4	Best Picture	false
1997	117589	Secrets et mensonges	Secrets & Lies	Drama			21065148	108	Best Picture	false
1997	117631	Shine	Shine	Biography	Drama	Music	56224069	42	Best Picture	false
1997	117666	Sling Blade	Sling Blade	Drama			38426403	68	Best Adapted Screenplay	true
1997	116477	Hamlet	Hamlet	Drama			6930819	157	Best Adapted Screenplay	false
1997	115988	La chasse aux sorcières	The Crucible	Drama	History		11523961	139	Best Adapted Screenplay	false
1997	116209	Le patient anglais	The English Patient	Drama	Romance	War	123482745	19	Best Adapted Screenplay	false
1997	117951	Trainspotting	Trainspotting	Drama			25907802	97	Best Adapted Screenplay	false
1997	116282	Fargo	Fargo	Crime	Drama	Thriller	38640800	66	Best Original Screenplay	true
1997	116695	Jerry Maguire	Jerry Maguire	Comedy	Drama	Romance	241705569	4	Best Original Screenplay	false
1997	116905	Lone Star	Lone Star	Drama	Mystery		20833841	109	Best Original Screenplay	false
1997	117589	Secrets et mensonges	Secrets & Lies	Drama			21065148	108	Best Original Screenplay	false
1997	117631	Shine	Shine	Biography	Drama	Music	56224069	42	Best Original Screenplay	false
1996	112573	Braveheart	Braveheart	Biography	Drama	History	121716000	18	Best Cinematography	true
1996	112462	Batman Forever	Batman Forever	Action	Adventure	Fantasy	296290090	2	Best Cinematography	false
1996	113670	La petite princesse	A Little Princess	Drama	Family	Fantasy	16131084	114	Best Cinematography	false
1996	114388	Raison et sentiments	Sense and Sensibility	Drama	Romance		69524269	39	Best Cinematography	false
1996	115012	Shanghai Triad	Yao a yao, yao dao wai po qiao	Crime	Drama	Romance	3703000	171	Best Cinematography	false
1996	112573	Braveheart	Braveheart	Biography	Drama	History	121716000	18	Best Directing	true
1996	112431	Babe, le cochon devenu berger	Babe, le cochon devenu berger	Comedy	Drama	Family	107226000	27	Best Directing	false
1996	110877	Le facteur	Le facteur	Biography	Comedy	Drama	35176780	62	Best Directing	false
1996	113627	Leaving Las Vegas	Leaving Las Vegas	Drama	Romance		51469038	57	Best Directing	false
1996	112818	La dernière marche	La dernière marche	Crime	Drama		63413527	42	Best Directing	false
1996	112431	Babe, le cochon devenu berger	Babe	Comedy	Drama	Family	107226000	27	Best Visual Effects	true
1996	112384	Apollo 13	Apollo 13	Adventure	Drama	History	279879072	3	Best Visual Effects	false
1996	112573	Braveheart	Braveheart	Biography	Drama	History	121716000	18	Best Picture	true
